id,filename,label,category,stt_text,human_transcription,ref_len,cer,sub,del,ins,whitespace
S00001066_t0026,0026.wav,0,교육,"네, 해당 부분은 현재 논의 중이나 아직 통합회용 가입제도는 없습니다.","네 해당 부분은 현재 논의 중이나, 아직 통합회원 가입 제도는 없습니다.",40,0.100000,1,2,1,1
S00001066_t0027,0027.wav,0,교육,"아쉽네요. 그럼 저는 가입할 때 제공된 정보가 이름, 생년일 ID, 비밀번호 휴대폰 번호만 셔링 수틀위에 제공한 거죠?","아쉽네요. 그럼 저는 가입할 때 제공된 정보가 이름, 생년월일, 아이디, 비밀번호, 휴대폰 번호만 쉐어링 스터디에 제공한 거죠?",71,0.154930,6,5,0,0
S00001066_t0031,0031.wav,0,교육,"네, 아직 참여 가능합니다.",네 아직 참여 가능합니다.,14,0.071429,0,0,1,0
S00001066_t0032,0032.wav,0,교육,"혹시 추천 일을 중복으로 추첨 가능할까요? 저한테 이거 추천한 친구가 여러 명이라서, 친구 각각 다 적으면 강의교재 적은 아이디 수만큼 저한테 교재배송되나요.",혹시 추천인을 중복으로 추천 가능할까요? 저한테 이거 추천한 친구가 여러 명이라서 친구 각각 다 적으면 강의 교재 적은 아이디 수만큼 저한테 교재 배송되나요?,88,0.079545,3,2,2,3
S00001066_t0033,0033.wav,0,교육,중복은 해당되지 않습니다.,중복은 해당되지 않습니다.,14,0.000000,0,0,0,0
S00001066_t0037,0037.wav,0,교육,"아, 햇빛이 좋네요. 혹시 이 이벤트 언제까지 주경될까요? 주변에서도 친구들 많이 추천하고 소개 하고 싶었어요",아/ 혜택이 좋네요. 혹시 이 이벤트 언제까지 적용될까요? 주변에 저도 친구들 많이 추천하고 소개하고 싶어서요.,62,0.177419,8,2,1,2
S00001066_t0038,0038.wav,0,교육,이벤트는 이번 달 31일까지 참여 가능합니다.,이벤트는 이번 달 (31일)/(삼십 일 일)까지 참여 가능합니다.,36,0.305556,0,11,0,2
S00001066_t0039,0039.wav,0,교육,친구 소개하면 제가 받는 횟집의 시간이나 일정도 따로 정해져 있나요? 아까 중복은 해당되지 않는다고 했어 그럼 최대 몇 명까지 해당 되고 저한테 어떻게 적립이 되는 지 알 수 있나요,친구 소개하면 제가 받는 혜택의 기간이나 일정도 따로 정해져 있나요? 아까 중복은 해당되지 않는다고 해서 그럼 최대 몇 명 까지 해당되고 저한테 어떻게 적립이 되는지 알 수 있나요?,101,0.089109,5,2,2,3
S00001066_t0043,0043.wav,0,교육,말씀 주신대로 가능합니다.,말씀 주신대로 가능합니다.,14,0.000000,0,0,0,0
S00001066_t0044,0044.wav,0,교육,그럼 마지막으로 하나만 더 물어볼게요. 이게 한 강의에 뭐라서 해도 되고 아니면 개별적으로도 각각 기간 설정해서 선택도 가능한가요? 제가 듣는 강의가 지금 최소 5개가 넘어서 필요한 만큼 되는지 궁금해요,그럼 마지막으로 하나만 더 (물어볼게요)/(물어볼께요). 이게 한 강의에 몰아서 해도 되고 아니면 개별적으로도 각각 기간 설정해서 선택도 가능한가요? 제가 듣는 강의가 지금 최소 (5개)/(다섯 개)가 넘어서 필요한 만큼 되는지 궁금해요,132,0.159091,2,19,0,1
S00001066_t0045,0045.wav,0,교육,원하시는 강의에 원하는 날자만큼 선택할 수 있습니다.,원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다.,29,0.034483,1,0,0,0
S00001066_t0046,0046.wav,0,교육,"네, 확인 감사합니다.",네네 확인 감사합니다.,12,0.083333,1,0,0,0
S00001112_t0029,0029.wav,0,교육,네 맞습니다.,"네, 맞습니다. o/(죄송한 거죠? 예.)",23,0.695652,0,16,0,3
S00001185_t0001,0001.wav,0,교육,안녕하세요. 시어링 스토리 상담원 홍뚱동입니다,안녕하세요. 쉐어링 스터디 상담원 홍길동입니다.,26,0.192308,4,1,0,0
S00001185_t0002,0002.wav,0,교육,네 안녕하세요 수고가 많으십니다 어제 가입할 때 체크했던 내용을 수정하려고 하는데 어디서 해야 되죠?,"네, 안녕하세요. 수고가 많으십니다. 어제 가입할 때 체크했던 내용을 수정하려고 하는데 어디서 해야 되죠?",59,0.050847,0,3,0,0
S00001185_t0003,0003.wav,0,교육,혹시 어떤 외훈과 입정보 수정하시는 걸까요?,아/ 혹시 어떤 회원가입 정보 수정하시는 걸까요?,27,0.296296,5,3,0,3
S00001185_t0004,0004.wav,0,교육,가입할 때 필수 말고 선택인 해운 약간 있는데 제가 어제는 해운바이브 급하게 하느라고 그걸 다 동의실 표시했던 것 같은데 맞나요?,가입할 때 필수 말고 선택인 회원 약관이 있는데 제가 어제는 회원가입을 급하게 하느라고 그걸 다 동의를 표시했던 거 같은데 맞나요?,73,0.150685,10,1,0,0
S00001185_t0005,0005.wav,0,교육,약관동의 여부 체크 먼저 확인하겠습니다.,"아/ 네, 약관 동의+ 여+ 체크+ 동의 여부 체크 먼저 확인하겠습니다.",40,0.450000,0,18,0,6
S00001185_t0006,0006.wav,0,교육,"네, 아마 제가 다 동의한다고 푸시했거든요.","네+ 네, 아마 제가 다 동의한다고 표시했거든요.",27,0.148148,1,3,0,1
S00001185_t0008,0008.wav,0,교육,"네 김천수 2구 1,2304입니다.","네, 김철수이고, (1234)/(일 이 삼 사)입니다.",30,0.633333,8,11,0,2
S00001185_t0009,0009.wav,0,교육,아 네 확인 결과 모든 회원과임 약관 동의하셨습니다.,"아/ 네, 확인 결과, 모든 회원가입 약관 동의하셨습니다.",32,0.156250,2,3,0,0
S00001185_t0010,0010.wav,0,교육,제가 지금 약간 정확하게 기억이 안 나는데,"제가 지금 약관이 정확하게 기억이 안 나는데,",25,0.120000,1,2,0,0
S00001185_t0011,0011.wav,0,교육,가입의 거 필요한 비쥬적인 약관은 지금처럼 동의합니다. 지크를 동의하게 하고 바꾸고 싶은 부분이 그 마케팅을 이용해서 제 선거가 다른 곳에 전달되는 그 약간의 동의하지 않는다고 바꾸는 것 같거든요,"가입에 꼭 필요한 필수적인 약관은 지금처럼 동의합니다에 체크를 동일하게 하고, 바꾸고 싶은 부분이 그 마케팅 활용 관련해서 제 정보가 다른 곳에 전달되는 그 약관에 동의하지 않는다고 바꾸고 싶거든요.",111,0.198198,16,4,2,2
S00001185_t0012,0012.wav,0,교육,쇼링스톤이 가입할 때는 적었던 제 정보를 자승곳에도 제공하고 싶지 않아서 이걸 제일 먼저 확인해주시겠어요?,쉐어링 스터디 가입할 때 적었던 제 정보를 다른 곳에는 제공하고 싶지 않아서. 이걸 제일 먼저 확인해주시겠어요?,62,0.177419,6,4,1,2
S00001185_t0013,0013.wav,0,교육,아내 고객님 말씀해 주신 사항 우선적으로 변경 처리하겠습니다.,"네, 고객님 말씀 주신 사항 우선적으로 변경 처리하겠습니다.",33,0.090909,2,0,1,0
S00001185_t0014,0014.wav,0,교육,제가 어저께 급하게 현각을 하느라고 전체 동의에 체크했는데 처음 가입할 때 다 동의해야지 가입되는 줄 알고 착각했어요.,"제가 어제 급하게 회원가입을 하느라고 전체 동의에 체크했는데, 처음 가입할 때 다 동의해야지 가입되는 줄 알고, 착각했어요.",69,0.115942,3,4,1,0
S00001185_t0015,0015.wav,0,교육,이전에도 다른 기간의 스터디랑 이시네투스 인터넷강이 다른 사이트에 동의했다가 스펜저랑 문자가 너무 많이 와서 한동안 힘들었거든요.,"이전에도 다른 김가네 스터디랑, 이씨네투스 인터넷 강의 다른 사이트 동의했다가 스팸전화랑 문자가 너무 많이 와서 한동안 너무 힘들었거든요.",77,0.181818,7,6,1,2
S00001185_t0016,0016.wav,0,교육,이번에는 갈게 필요한 짱 그 만큼은 동의하고 싶어요.,이번에는 가입에 필요한 딱 그만큼만 동의하고 싶어요.,29,0.206897,4,1,1,1
S00001185_t0017,0017.wav,0,교육,아래 고객님 학생회원으로 어제 가입한 내역 확인되었고 전체 약관동이 취소됐습니다.,"네, 고객님. 학생회원으로 어제 가입하신 내역 확인되었고, 전체 약관 동의 취소되었습니다.",50,0.200000,5,5,0,1
S00001185_t0018,0018.wav,0,교육,그럼 저는 이용약간이랑 개인정보 필수 항목에 대한 처리 및 이용에 대한 필수항목 두 가지만 동의 된 거죠.,그럼 저는 이용약관이랑 개인정보 필수항목에 대한 처리 및 이용에 대한 필수 항목 (2가지)/(두 가지)에만 동의된 거죠?,67,0.208955,2,10,2,3
S00001185_t0020,0020.wav,0,교육,실수한의 필수 확목만 개인지정보 제공해 동의해서 제가 놓치는 혜택이나 불이익 같은 건 따로 없을까요?,최소한의 필수항목만 개인정보 제공에 동의해서 제가 놓치는 혜택이나 불이익 같은 건 따로 없을까요?,54,0.111111,4,0,2,1
S00001185_t0024,0024.wav,0,교육,"아, 그러면 그것만 될 정도로 동의할게요.",아/ 그러면 그것만 별도로 동의할게요.,21,0.190476,2,0,2,1
S00001185_t0025,0025.wav,0,교육,아내 고객님 수정했습니다.,"네, 고객님. 수정했습니다.",15,0.200000,2,1,0,0
S00001185_t0026,0026.wav,0,교육,"아 그리고 혹시 제가 쉐어링스터드의 자회사로 쉐링키즈, 쉐어닝 공무원, 쉐레인자격증 같이 다른 사이트도 인간듣기 좋은 곳이라고 친구한테 들었는데 같이 통화평가 입은 어렵나요?","아/ 그리고 혹시 제가 쉐어링 스터디 자회사로 쉐어링 키즈, 쉐어링 공무원, 쉐어링 자격증같이 다른 사이트도 인강 듣기 좋은 곳이라고 친구한테 들었는데 같이 통합회원 가입은 어렵나요?",102,0.166667,8,7,2,5
S00001185_t0027,0027.wav,0,교육,가입판 아이디로 같이 하나로 이용하면 여러 번 가입되지 않고 이용하기 편할 것 같은데 그런 느낌은 없나요?,가입한 아이디로 같이 다 (1)/(하나)로 이용하면 여러 번 가입하지 않고 이용하기 편리할 거 같은데 그런 루트 같은 건 따로 없나요?,75,0.280000,5,16,0,4
S00001185_t0029,0029.wav,0,교육,"아, 힘네요. 그럼 저는 가입할 때 제공된 정보가 이름 생년월일 아이디비율번호 휴대폰 번호만시얼 스포트에 제공한 거죠","아쉽네요. 그럼 저는 가입할 때 제공된 정보가 이름, 생년월일, 아이디, 비밀번호, 휴대폰 번호만 쉐어링 스터디에 제공한 거죠?",71,0.225352,6,8,2,3
S00001185_t0031,0031.wav,0,교육,해왕 가입할 때 추천인 아이디를 적으면 강의교재랑 이혼권 7인무도로 제공하는 이벤트는 아직 안 끝났어요?,"아/ 회원 가입할 때 추천인 아이디를 적으면, 강의 교재랑 이용권 (7일)/(칠 일) 무료로 제공하는 이벤트는 아직 안 끝났나요?",72,0.277778,6,14,0,4
S00001185_t0032,0032.wav,0,교육,"저는 그 이벤트 때문에 가입한 거라서 꼭 참여하고 싶거든요. 이게 지금 사이트를 보니까 선착수 만 명이라고 되어 있는데, 지금은 얼마나 참여했나요?","저는 그 이벤트 때문에 가입한 거라서 꼭 참여하고 싶거든요. 이게 지금 사이트를 보니까 선착순 (10000명)/(만 명)이라고 되어 있는데, 지금 얼마나 참여했나요?",92,0.141304,1,11,1,0
S00001185_t0033,0033.wav,0,교육,참여 댓글 보니까 참가사들이 많아서 종료되었는지 알고 싶은데 저도 아직은 참여할 수 있죠.,참여 댓글 보니까 참가자들이 많아서 종료되었는지 알고 싶은데. 저도 아직은 참여할 수 있죠?,51,0.058824,2,1,0,0
S00001185_t0034,0034.wav,0,교육,네 아직 참여 가능합니다,"네, 아직 참여 가능합니다.",15,0.133333,0,2,0,0
S00001185_t0035,0035.wav,0,교육,혹시 추천인을 중복으로 추첨 가능할까요?,혹시 추천인을 중복으로 추천 가능할까요?,22,0.045455,1,0,0,0
S00001185_t0036,0036.wav,0,교육,저한테 이거 추천한 친구가 여러 명이라서 친구 각각 다 적으면 강의교재 적은 ID스만큼 저한테 교재를 배송되나요?,저한테 이거 추천한 친구가 여러 명이라서 친구 각+ 각 다 적으면 강의 교재 적은 아이디 수만큼 저한테 교재 배송되나요?,67,0.134328,3,5,1,3
S00001185_t0038,0038.wav,0,교육,그럼 이거 교재나 강의는 따로 선택할 수가 있나요? 아직 많은 강의를 결장 건 아니고 하나 들어보고 나서 연관회원권으로 바꿀까 하는데,그럼 이거 교재나 강의는 따로 선택할 수가 있나요? 아직 많은 강의를 결제할 건 아니고 (1)/(하나) 들어보고 나서 연간 회원권으로 바꿀까 하는데.,83,0.132530,2,9,0,1
S00001185_t0039,0039.wav,0,교육,"저는 지금 제가 들을 강의에 교재랑 이 강의 에 대한 TV 이용권이 필요한 거라서, 제가 필요한 강의를 해당 넣어주시면 좋겠어요. 이것도 확인 가능하지도 말아주시겠어요?",저는 지금 제가 들을 강의에 교재랑 이 강의에 대한 (7일)/(칠 일) 이용권이 필요하거라서 제가 필요한 강의로 혜택 넣어주시면 좋겠어요. 이것도 지금 확인 가능한지 좀 알아봐 주시겠어요?,105,0.247619,9,14,3,6
S00001185_t0040,0040.wav,0,교육,안의 해당 부분은 이벤트 상세 페이지에 기재되어 있으며 교재랑 강의를 다 선택 가능합니다.,"해당 부분은 이벤트 상세 페이지에 기재되어 있으며, 교재와 강의 선택 가능합니다.",45,0.177778,1,1,6,2
S00001185_t0041,0041.wav,0,교육,"아, 되게 좋네요. 혹시 이 이벤트 언제까지 적용될까요? 주변에 저도 친구들이 많이 추천하고 소개하고 싶어서요",아/ 혜택이 좋네요. 혹시 이 이벤트 언제까지 적용될까요? 주변에 저도 친구들 많이 추천하고 소개하고 싶어서요.,62,0.096774,3,2,1,0
S00001185_t0042,0042.wav,0,교육,이벤트는 이번 달 31일까지 참여 가능합니다.,이벤트는 이번 달 (31일)/(삼십 일 일)까지 참여 가능합니다.,36,0.305556,0,11,0,2
S00001185_t0043,0043.wav,0,교육,친구 소개하면 제가 받는 일제기 기간이나 일정도 따로 정해져 있나요? 아까 중복은 해당되지 않는다고 해서 그럼 최대 몇 년까지 해당 되고 저한테 어떻게 적립이 되는지 알 수 있나요.,친구 소개하면 제가 받는 혜택의 기간이나 일정도 따로 정해져 있나요? 아까 중복은 해당되지 않는다고 해서 그럼 최대 몇 명 까지 해당되고 저한테 어떻게 적립이 되는지 알 수 있나요?,101,0.069307,5,1,1,2
S00001185_t0044,0044.wav,0,교육,소개건은 최대 5명까지 종립 가능합니다.,소개 건은 최대 (5명)/(다섯 명)까지 적립 가능합니다.,32,0.343750,1,10,0,2
S00001185_t0045,0045.wav,0,교육,다 가입하면 한 명당 저한테 들어오는 연장의 대결을 제가 중복없이 해염권에 넣어주신 건가요?,(5명)/(다섯 명)이 그럼 전부 다 가입하면 (1명)/(한 명)당 저한테 돌아오는 연장 혜택을 제가 중복 없이 제 회원권에 넣어주시는 건가요?,80,0.475000,7,30,1,6
S00001185_t0046,0046.wav,0,교육,어차피 기간이 중복되면 그게 별로 저한테 좋을 것 같지는 않아서,"어차피 기간이 중복되면 그게 별로 저한테 좋을 거 같진 않아서,",35,0.114286,2,1,1,0
S00001185_t0047,0047.wav,0,교육,5명 가입되면 50일을 제가 원하는 강의에서 연장할 수 있으면 좋겠거든요.,(5명)/(다섯 명) 가입하면 총 (50일)/(오십 일)을 제가 원하는 강의에서 연장할 수 있었으면 좋겠거든요.,62,0.354839,1,21,0,3
S00001185_t0049,0049.wav,0,교육,그럼 마지막으로 하나만 더 물어볼게요.,그럼 마지막으로 (1)/(하나)만 더 물어볼게요.,27,0.222222,0,6,0,0
S00001185_t0050,0050.wav,0,교육,이게 한 강의에 몰아서 해도 되고 아니면 개별적으로 각각 기간을 설정해서 선택도 가능한가요?,이게 한 강의에 몰아서 해도 되고 아니면 개별적으로도 각+ 각 기간 설정해서 선택도 가능한가요?,53,0.075472,0,3,1,1
S00001185_t0051,0051.wav,0,교육,"제가 듣는 강의가 지금 7, 5개가 넘어서 두려운 만큼 되는지 궁금해요.",제가 듣는 강의가 지금 최소 (5개)/(다섯 개)가 넘어서 필요한 만큼 되는지 궁금해요.,49,0.285714,5,9,0,1
